department,semester,code,subject,type,expected_lesson_file
Architecture,Semester 2,2181,Basic Architectural Drawing,Drawing,lessons/lessons-2181.html
Architecture,Semester 2,2182,Fundamentals of Architecture,Theory,lessons/lessons-2182.html
Architecture,Semester 3,3013,Building Construction and Construction Materials,Theory,lessons/lessons-3013.html
Architecture,Semester 3,3014,Theory of Structures,Theory,lessons/lessons-3014.html
Architecture,Semester 3,3181,History of Human settlement,Theory,lessons/lessons-3181.html
Architecture,Semester 3,3182,Climate Responsive Architecture,Theory,lessons/lessons-3182.html
Architecture,Semester 3,3183,Architectural Drawing I,Drawing,lessons/lessons-3183.html
Architecture,Semester 3,3184,Working Drawing I,Drawing,lessons/lessons-3184.html
Architecture,Semester 4,4181,History of Architecture,Theory,lessons/lessons-4181.html
Architecture,Semester 4,4182,Surveying for Architecture,Theory,lessons/lessons-4182.html
Architecture,Semester 4,4183,Building Services,Theory,lessons/lessons-4183.html
Architecture,Semester 4,4184,Architectural Appreciation,Theory,lessons/lessons-4184.html
Architecture,Semester 4,4185,Architecture Drawing II,Drawing,lessons/lessons-4185.html
Architecture,Semester 4,4189,Working Drawing II (CAD),Drawing,lessons/lessons-4189.html
Architecture,Semester 5,5011,Construction Management and Safety Engineering,Theory,lessons/lessons-5011.html
Architecture,Semester 5,5012,Design of Steel and RCC Structures,Theory,lessons/lessons-5012.html
Architecture,Semester 5,5181,Town Planning,Theory,lessons/lessons-5181.html
Architecture,Semester 5,5182A,Vernacular Architecture,Theory,lessons/lessons-5182A.html
Architecture,Semester 5,5182B,Green Building and Energy Conservation,Theory,lessons/lessons-5182B.html
Architecture,Semester 5,5182C,Applied Ergonomics,Theory,lessons/lessons-5182C.html
Architecture,Semester 5,5187,Architectural Drawing III,Drawing,lessons/lessons-5187.html
Architecture,Semester 5,5188,Working Drawing III (CAD),Drawing,lessons/lessons-5188.html
Architecture,Semester 5,5189,Landscape Architecture,Theory,lessons/lessons-5189.html
Architecture,Semester 6,6181A,Disaster Resilient buildings,Theory,lessons/lessons-6181A.html
Architecture,Semester 6,6181B,Tendering and Valuation,Theory,lessons/lessons-6181B.html
Architecture,Semester 6,6181C,Repairs and Maintenance of Structures,Theory,lessons/lessons-6181C.html
Architecture,Semester 6,6182A,Interior Space planning,Theory,lessons/lessons-6182A.html
Architecture,Semester 6,6182B,Fundamentals of Landscape Design,Theory,lessons/lessons-6182B.html
Architecture,Semester 6,6182C,Traditional Architecture of Kerala,Theory,lessons/lessons-6182C.html
Architecture,Semester 6,6182D,Fundamentals of Design,Theory,lessons/lessons-6182D.html
Architecture,Semester 6,6187,Interior Design,Theory,lessons/lessons-6187.html
Artificial Intelligence,Semester 2,2131,Problem Solving and Programming,Theory,lessons/lessons-2131.html
Artificial Intelligence,Semester 3,3341,Discrete Mathematics,Theory,lessons/lessons-3341.html
Artificial Intelligence,Semester 3,3343,Data Structures,Theory,lessons/lessons-3343.html
Artificial Intelligence,Semester 3,3381,Ethics in Artificial Intelligence,Theory,lessons/lessons-3381.html
Artificial Intelligence,Semester 3,3382,Introduction to Artificial Intelligence,Theory,lessons/lessons-3382.html
Artificial Intelligence,Semester 4,4341,Mathematics for ML,Theory,lessons/lessons-4341.html
Artificial Intelligence,Semester 4,4343,Object Oriented Programming Concepts using Java,Theory,lessons/lessons-4343.html
Artificial Intelligence,Semester 4,4381,Fundamentals of Machine Learning,Theory,lessons/lessons-4381.html
Artificial Intelligence,Semester 5,5133A,Virtualisation Technology and Cloud Computing,Theory,lessons/lessons-5133A.html
Artificial Intelligence,Semester 5,5342,Soft Computing,Theory,lessons/lessons-5342.html
Artificial Intelligence,Semester 5,5343A,Natural Language Processing,Theory,lessons/lessons-5343A.html
Artificial Intelligence,Semester 5,5343B,Fundamentals of Internet of Things,Theory,lessons/lessons-5343B.html
Artificial Intelligence,Semester 5,5381,Fundamentals of Virtual Reality and Augmented Reality,Theory,lessons/lessons-5381.html
Artificial Intelligence,Semester 6,6322B,Fundamentals of Python,Theory,lessons/lessons-6322B.html
Artificial Intelligence,Semester 6,6341A,Deep Learning,Theory,lessons/lessons-6341A.html
Artificial Intelligence,Semester 6,6341B,Robotic Process Automation,Theory,lessons/lessons-6341B.html
Artificial Intelligence,Semester 6,6341C,Computer Vision and Image Processing,Theory,lessons/lessons-6341C.html
Artificial Intelligence,Semester 6,6342A,Introduction to Artificial Intelligence and Machine Learning,Theory,lessons/lessons-6342A.html
Artificial Intelligence,Semester 6,6342B,Fundamentals of Soft Computing,Theory,lessons/lessons-6342B.html
Artificial Intelligence,Semester 6,6342C,Big Data Concepts,Theory,lessons/lessons-6342C.html
Artificial Intelligence & Machine Learning,Semester 2,2131,Problem Solving and Programming,Theory,lessons/lessons-2131.html
Artificial Intelligence & Machine Learning,Semester 3,3341,Discrete Mathematics,Theory,lessons/lessons-3341.html
Artificial Intelligence & Machine Learning,Semester 3,3342,Logic System Design & Computer Organization,Theory,lessons/lessons-3342.html
Artificial Intelligence & Machine Learning,Semester 3,3343,Data Structures,Theory,lessons/lessons-3343.html
Artificial Intelligence & Machine Learning,Semester 3,3344,Artificial Intelligence,Theory,lessons/lessons-3344.html
Artificial Intelligence & Machine Learning,Semester 4,4341,Mathematics for ML,Theory,lessons/lessons-4341.html
Artificial Intelligence & Machine Learning,Semester 4,4342,Machine Learning & Neural Networks,Theory,lessons/lessons-4342.html
Artificial Intelligence & Machine Learning,Semester 4,4343,Object Oriented Programming Concepts using Java,Theory,lessons/lessons-4343.html
Artificial Intelligence & Machine Learning,Semester 5,5133A,Virtualisation Technology and Cloud Computing,Theory,lessons/lessons-5133A.html
Artificial Intelligence & Machine Learning,Semester 5,5341,Big Data Analytics,Theory,lessons/lessons-5341.html
Artificial Intelligence & Machine Learning,Semester 5,5342,Soft Computing,Theory,lessons/lessons-5342.html
Artificial Intelligence & Machine Learning,Semester 5,5343A,Natural Language Processing,Theory,lessons/lessons-5343A.html
Artificial Intelligence & Machine Learning,Semester 5,5343B,Fundamentals of Internet of Things,Theory,lessons/lessons-5343B.html
Artificial Intelligence & Machine Learning,Semester 6,6322B,Fundamentals of Python,Theory,lessons/lessons-6322B.html
Artificial Intelligence & Machine Learning,Semester 6,6341A,Deep Learning,Theory,lessons/lessons-6341A.html
Artificial Intelligence & Machine Learning,Semester 6,6341B,Robotic Process Automation,Theory,lessons/lessons-6341B.html
Artificial Intelligence & Machine Learning,Semester 6,6341C,Computer Vision and Image Processing,Theory,lessons/lessons-6341C.html
Artificial Intelligence & Machine Learning,Semester 6,6342A,Introduction to Artificial Intelligence and Machine Learning,Theory,lessons/lessons-6342A.html
Artificial Intelligence & Machine Learning,Semester 6,6342B,Fundamentals of Soft Computing,Theory,lessons/lessons-6342B.html
Artificial Intelligence & Machine Learning,Semester 6,6342C,Big Data Concepts,Theory,lessons/lessons-6342C.html
Automation and Robotics,Semester 2,2371,Foundations of Robotics,Theory,lessons/lessons-2371.html
Automation and Robotics,Semester 3,3331,Analog and Digital Electronics,Theory,lessons/lessons-3331.html
Automation and Robotics,Semester 3,3332,Mechanics of Materials,Theory,lessons/lessons-3332.html
Automation and Robotics,Semester 3,3333,Python Programming,Theory,lessons/lessons-3333.html
Automation and Robotics,Semester 3,3334,Electrical Circuits and Machines,Theory,lessons/lessons-3334.html
Automation and Robotics,Semester 3,3339,Robotic Case Studies,Theory,lessons/lessons-3339.html
Automation and Robotics,Semester 4,4331,Mechanics of Robotics,Theory,lessons/lessons-4331.html
Automation and Robotics,Semester 4,4332,Microcontroller based Robotic Application Design,Theory,lessons/lessons-4332.html
Automation and Robotics,Semester 4,4333,Linear IC and Power Electronics,Theory,lessons/lessons-4333.html
Automation and Robotics,Semester 4,4339,Industry 4.0,Theory,lessons/lessons-4339.html
Automation and Robotics,Semester 5,5331,Industrial Automation Control,Theory,lessons/lessons-5331.html
Automation and Robotics,Semester 5,5332,AI for Robotics,Theory,lessons/lessons-5332.html
Automation and Robotics,Semester 5,5333A,Industrial Robotics,Theory,lessons/lessons-5333A.html
Automation and Robotics,Semester 5,5333B,Machine Vision,Theory,lessons/lessons-5333B.html
Automation and Robotics,Semester 5,5333C,IoT and Applications,Theory,lessons/lessons-5333C.html
Automation and Robotics,Semester 6,6331A,Advanced Robotics,Theory,lessons/lessons-6331A.html
Automation and Robotics,Semester 6,6331B,Advanced Microprocessor and Microcontroller,Theory,lessons/lessons-6331B.html
Automation and Robotics,Semester 6,6331C,Mechatronics and Automation,Theory,lessons/lessons-6331C.html
Automation and Robotics,Semester 6,6332A,Renewable Energy Systems,Theory,lessons/lessons-6332A.html
Automation and Robotics,Semester 6,6332B,Environmental Impact Assessment,Theory,lessons/lessons-6332B.html
Automation and Robotics,Semester 6,6332C,Radar and Navigation,Theory,lessons/lessons-6332C.html
Automation and Robotics,Semester 6,6332D,Digital Signal Processing,Theory,lessons/lessons-6332D.html
Automobile Engineering,Semester 2,2051,Basic Automobile Engineering,Theory,lessons/lessons-2051.html
Automobile Engineering,Semester 3,3051,Fundamentals of Fluid Mechanics,Theory,lessons/lessons-3051.html
Automobile Engineering,Semester 3,3052,Manufacturing Technology for Automobile Components,Theory,lessons/lessons-3052.html
Automobile Engineering,Semester 3,3053,Automobile Electrical and Electronics Systems,Theory,lessons/lessons-3053.html
Automobile Engineering,Semester 3,3054,Internal Combustion Engines,Theory,lessons/lessons-3054.html
Automobile Engineering,Semester 3,3055,Automobile Engineering Drawing,Drawing,lessons/lessons-3055.html
Automobile Engineering,Semester 4,4051,Heat Power Engineering,Theory,lessons/lessons-4051.html
Automobile Engineering,Semester 4,4052,Material Science and Strength of Materials,Theory,lessons/lessons-4052.html
Automobile Engineering,Semester 4,4053,Automobile Chassis and Transmission,Theory,lessons/lessons-4053.html
Automobile Engineering,Semester 4,4059,Transport Management Practices,Theory,lessons/lessons-4059.html
Automobile Engineering,Semester 5,5051,Design of Automotive Components,Theory,lessons/lessons-5051.html
Automobile Engineering,Semester 5,5052,Vehicle Diagnostics and Service,Theory,lessons/lessons-5052.html
Automobile Engineering,Semester 5,5053A,Automotive Power Train Control Systems,Theory,lessons/lessons-5053A.html
Automobile Engineering,Semester 5,5053B,Farm Machinery and Construction Equipment,Theory,lessons/lessons-5053B.html
Automobile Engineering,Semester 5,5053C,Two and Three wheeler Technology,Theory,lessons/lessons-5053C.html
Automobile Engineering,Semester 6,6051A,Electric and Hybrid Vehicles,Theory,lessons/lessons-6051A.html
Automobile Engineering,Semester 6,6051B,Automotive Vehicle and Body Control Systems,Theory,lessons/lessons-6051B.html
Automobile Engineering,Semester 6,6051C,Vehicle Body Engineering,Theory,lessons/lessons-6051C.html
Automobile Engineering,Semester 6,6052B,Elementary Automobile Engineering,Theory,lessons/lessons-6052B.html
Automobile Engineering,Semester 6,6052C,Automotive Safety,Theory,lessons/lessons-6052C.html
Automobile Engineering,Semester 6,6052D,Automotive Air conditioning System,Theory,lessons/lessons-6052D.html
Biomedical Engineering,Semester 3,3241,Basic Medical Sciences,Theory,lessons/lessons-3241.html
Biomedical Engineering,Semester 3,3242,Medical Instrumentation,Theory,lessons/lessons-3242.html
Biomedical Engineering,Semester 3,3243,Electronic Measurements and Instrumentation,Theory,lessons/lessons-3243.html
Biomedical Engineering,Semester 4,4241,Therapeutic Equipment,Theory,lessons/lessons-4241.html
Biomedical Engineering,Semester 4,4242,Electric Circuits & Networks,Theory,lessons/lessons-4242.html
Biomedical Engineering,Semester 5,5241,Medical Imaging Techniques,Theory,lessons/lessons-5241.html
Biomedical Engineering,Semester 5,5242,Hospital Systems,Theory,lessons/lessons-5242.html
Biomedical Engineering,Semester 5,5243A,Analytical Instruments,Theory,lessons/lessons-5243A.html
Biomedical Engineering,Semester 5,5243B,Programming in C,Theory,lessons/lessons-5243B.html
Biomedical Engineering,Semester 6,6131D,Introduction to 5G,Theory,lessons/lessons-6131D.html
Biomedical Engineering,Semester 6,6241A,Advanced Medical Instrumentation and Prosthetics,Theory,lessons/lessons-6241A.html
Biomedical Engineering,Semester 6,6241B,Signals and Systems,Theory,lessons/lessons-6241B.html
Biomedical Engineering,Semester 6,6241C,Bio MEMS,Theory,lessons/lessons-6241C.html
Biomedical Engineering,Semester 6,6242A,Healthcare Informatics,Theory,lessons/lessons-6242A.html
Biomedical Engineering,Semester 6,6242B,Rehabilitation Engineering,Theory,lessons/lessons-6242B.html
Biomedical Engineering,Semester 6,6242C,Biomedical Instrumentation,Theory,lessons/lessons-6242C.html
Biomedical Engineering,Semester 6,6242D,IoT in Healthcare,Theory,lessons/lessons-6242D.html
Chemical Engineering,Semester 2,2071,Chemical Process Principles,Theory,lessons/lessons-2071.html
Chemical Engineering,Semester 2,2072,Engineering Chemistry,Theory,lessons/lessons-2072.html
Chemical Engineering,Semester 3,3071,Chemical Engineering Thermodynamics,Theory,lessons/lessons-3071.html
Chemical Engineering,Semester 3,3072,Mechanical Operations,Theory,lessons/lessons-3072.html
Chemical Engineering,Semester 3,3073,Inorganic Chemical Technology,Theory,lessons/lessons-3073.html
Chemical Engineering,Semester 3,3074,Fluid Mechanics,Theory,lessons/lessons-3074.html
Chemical Engineering,Semester 3,3075,Safety in Process Industries,Theory,lessons/lessons-3075.html
Chemical Engineering,Semester 3,3076,Chemical Equipment Drawing,Drawing,lessons/lessons-3076.html
Chemical Engineering,Semester 4,4071,Process Heat Transfer,Theory,lessons/lessons-4071.html
Chemical Engineering,Semester 4,4072,Organic Chemical Technology,Theory,lessons/lessons-4072.html
Chemical Engineering,Semester 4,4073,Mass Transfer Operations I,Theory,lessons/lessons-4073.html
Chemical Engineering,Semester 4,4074,Sustainable Materials and Technologies,Theory,lessons/lessons-4074.html
Chemical Engineering,Semester 4,4077,Process Engineering Drawing,Drawing,lessons/lessons-4077.html
Chemical Engineering,Semester 5,5071,Mass Transfer Operations II,Theory,lessons/lessons-5071.html
Chemical Engineering,Semester 5,5072,Process Control & Instrumentation,Theory,lessons/lessons-5072.html
Chemical Engineering,Semester 5,5073A,Petroleum Refining & Petrochemical Technology,Theory,lessons/lessons-5073A.html
Chemical Engineering,Semester 5,5073B,Modern Separation Techniques,Theory,lessons/lessons-5073B.html
Chemical Engineering,Semester 5,5073C,Material Science and Technology,Theory,lessons/lessons-5073C.html
Chemical Engineering,Semester 6,6071A,Plant Utilities,Theory,lessons/lessons-6071A.html
Chemical Engineering,Semester 6,6071B,Solid Waste Management,Theory,lessons/lessons-6071B.html
Chemical Engineering,Semester 6,6071C,Energy Engineering,Theory,lessons/lessons-6071C.html
Chemical Engineering,Semester 6,6072A,Sustainable Energy Technologies,Theory,lessons/lessons-6072A.html
Chemical Engineering,Semester 6,6072C,Energy Conservation & Audit (CH),Theory,lessons/lessons-6072C.html
Chemical Engineering,Semester 6,6072D,Disaster Management (CH),Theory,lessons/lessons-6072D.html
Civil & Environmental Engineering,Semester 3,3011,Advanced Surveying,Theory,lessons/lessons-3011.html
Civil & Environmental Engineering,Semester 3,3014,Theory of Structures,Theory,lessons/lessons-3014.html
Civil & Environmental Engineering,Semester 3,3351,Building Materials and Construction,Theory,lessons/lessons-3351.html
Civil & Environmental Engineering,Semester 3,3352,Mechanics of Fluids,Theory,lessons/lessons-3352.html
Civil & Environmental Engineering,Semester 4,4351,Soil Mechanics and Transportation Enginering,Theory,lessons/lessons-4351.html
Civil & Environmental Engineering,Semester 4,4352,Environmental chemistry and Microbiology,Theory,lessons/lessons-4352.html
Civil & Environmental Engineering,Semester 4,4353,Sustainable Engineering,Theory,lessons/lessons-4353.html
Civil & Environmental Engineering,Semester 5,5011,Construction Management and Safety Engineering,Theory,lessons/lessons-5011.html
Civil & Environmental Engineering,Semester 5,5012,Design of Steel and RCC Structures,Theory,lessons/lessons-5012.html
Civil & Environmental Engineering,Semester 5,5351,Environmental Engineering,Theory,lessons/lessons-5351.html
Civil & Environmental Engineering,Semester 5,5352A,Sustainable Construction Practices,Theory,lessons/lessons-5352A.html
Civil & Environmental Engineering,Semester 5,5352B,Environmental Impact Assessment,Theory,lessons/lessons-5352B.html
Civil & Environmental Engineering,Semester 5,5352C,Environmental Geotechnology,Theory,lessons/lessons-5352C.html
Civil & Environmental Engineering,Semester 6,6351A,Habitat Engineering,Theory,lessons/lessons-6351A.html
Civil & Environmental Engineering,Semester 6,6351B,Solid Waste Management and Air Pollution Control,Theory,lessons/lessons-6351B.html
Civil & Environmental Engineering,Semester 6,6351C,Environmental Laws and Policies,Theory,lessons/lessons-6351C.html
Civil & Environmental Engineering,Semester 6,6352A,Industrial Pollution and its Control,Theory,lessons/lessons-6352A.html
Civil & Environmental Engineering,Semester 6,6352B,Green Building,Theory,lessons/lessons-6352B.html
Civil & Environmental Engineering,Semester 6,6352C,Climate Change and Sustainability,Theory,lessons/lessons-6352C.html
Civil & Environmental Engineering,Semester 6,6352D,Water Resources Engineering,Theory,lessons/lessons-6352D.html
Civil & Rural Engineering,Semester 3,3011,Advanced Surveying,Theory,lessons/lessons-3011.html
Civil & Rural Engineering,Semester 3,3014,Theory of Structures,Theory,lessons/lessons-3014.html
Civil & Rural Engineering,Semester 3,3361,Rural Development,Theory,lessons/lessons-3361.html
Civil & Rural Engineering,Semester 3,3362,Construction Technology,Theory,lessons/lessons-3362.html
Civil & Rural Engineering,Semester 4,4011,Geotechnical Engineering,Theory,lessons/lessons-4011.html
Civil & Rural Engineering,Semester 4,4012,Hydraulics and Irrigation Engineering,Theory,lessons/lessons-4012.html
Civil & Rural Engineering,Semester 4,4013,Estimating & Costing,Theory,lessons/lessons-4013.html
Civil & Rural Engineering,Semester 5,5011,Construction Management and Safety Engineering,Theory,lessons/lessons-5011.html
Civil & Rural Engineering,Semester 5,5012,Design of Steel and RCC Structures,Theory,lessons/lessons-5012.html
Civil & Rural Engineering,Semester 5,5013,Transportation Engineering,Theory,lessons/lessons-5013.html
Civil & Rural Engineering,Semester 5,5014A,Habitat Technology,Theory,lessons/lessons-5014A.html
Civil & Rural Engineering,Semester 5,5014B,Ground Improvement Techniques,Theory,lessons/lessons-5014B.html
Civil & Rural Engineering,Semester 5,5014C,Precast and Prestressed Concrete,Theory,lessons/lessons-5014C.html
Civil & Rural Engineering,Semester 6,6011B,Building Maintenance and Services,Theory,lessons/lessons-6011B.html
Civil & Rural Engineering,Semester 6,6011C,Pavement Design and Maintenance,Theory,lessons/lessons-6011C.html
Civil & Rural Engineering,Semester 6,6012A,Renewable Energy and Environment,Theory,lessons/lessons-6012A.html
Civil & Rural Engineering,Semester 6,6012B,Sustainable Development,Theory,lessons/lessons-6012B.html
Civil & Rural Engineering,Semester 6,6012C,Disaster Management (CE),Theory,lessons/lessons-6012C.html
Civil & Rural Engineering,Semester 6,6012D,Rural Technology,Theory,lessons/lessons-6012D.html
Civil & Rural Engineering,Semester 6,6361A,Water Supply and Sanitation Engineering,Theory,lessons/lessons-6361A.html
Civil Engineering,Semester 3,3011,Advanced Surveying,Theory,lessons/lessons-3011.html
Civil Engineering,Semester 3,3012,Concrete Technology,Theory,lessons/lessons-3012.html
Civil Engineering,Semester 3,3013,Building Construction and Construction Materials,Theory,lessons/lessons-3013.html
Civil Engineering,Semester 3,3014,Theory of Structures,Theory,lessons/lessons-3014.html
Civil Engineering,Semester 4,4011,Geotechnical Engineering,Theory,lessons/lessons-4011.html
Civil Engineering,Semester 4,4012,Hydraulics and Irrigation Engineering,Theory,lessons/lessons-4012.html
Civil Engineering,Semester 4,4013,Estimating & Costing,Theory,lessons/lessons-4013.html
Civil Engineering,Semester 5,5011,Construction Management and Safety Engineering,Theory,lessons/lessons-5011.html
Civil Engineering,Semester 5,5012,Design of Steel and RCC Structures,Theory,lessons/lessons-5012.html
Civil Engineering,Semester 5,5013,Transportation Engineering,Theory,lessons/lessons-5013.html
Civil Engineering,Semester 5,5014A,Habitat Technology,Theory,lessons/lessons-5014A.html
Civil Engineering,Semester 5,5014B,Ground Improvement Techniques,Theory,lessons/lessons-5014B.html
Civil Engineering,Semester 5,5014C,Precast and Prestressed Concrete,Theory,lessons/lessons-5014C.html
Civil Engineering,Semester 6,6011A,Public Health Engineering,Theory,lessons/lessons-6011A.html
Civil Engineering,Semester 6,6011B,Building Maintenance and Services,Theory,lessons/lessons-6011B.html
Civil Engineering,Semester 6,6011C,Pavement Design and Maintenance,Theory,lessons/lessons-6011C.html
Civil Engineering,Semester 6,6012A,Renewable Energy and Environment,Theory,lessons/lessons-6012A.html
Civil Engineering,Semester 6,6012B,Sustainable Development,Theory,lessons/lessons-6012B.html
Civil Engineering,Semester 6,6012C,Disaster Management (CE),Theory,lessons/lessons-6012C.html
Civil Engineering,Semester 6,6012D,Rural Technology,Theory,lessons/lessons-6012D.html
Civil Engineering & Planning,Semester 3,3011,Advanced Surveying,Theory,lessons/lessons-3011.html
Civil Engineering & Planning,Semester 3,3012,Concrete Technology,Theory,lessons/lessons-3012.html
Civil Engineering & Planning,Semester 3,3013,Building Construction and Construction Materials,Theory,lessons/lessons-3013.html
Civil Engineering & Planning,Semester 3,3014,Theory of Structures,Theory,lessons/lessons-3014.html
Civil Engineering & Planning,Semester 4,4012,Hydraulics and Irrigation Engineering,Theory,lessons/lessons-4012.html
Civil Engineering & Planning,Semester 4,4391,Fundamentals of Town Planning,Theory,lessons/lessons-4391.html
Civil Engineering & Planning,Semester 4,4392,"Estimation,Tendering and Valuation",Theory,lessons/lessons-4392.html
Civil Engineering & Planning,Semester 5,5012,Design of Steel and RCC Structures,Theory,lessons/lessons-5012.html
Civil Engineering & Planning,Semester 5,5013,Transportation Engineering,Theory,lessons/lessons-5013.html
Civil Engineering & Planning,Semester 5,5014A,Habitat Technology,Theory,lessons/lessons-5014A.html
Civil Engineering & Planning,Semester 5,5014B,Ground Improvement Techniques,Theory,lessons/lessons-5014B.html
Civil Engineering & Planning,Semester 5,5014C,Precast and Prestressed Concrete,Theory,lessons/lessons-5014C.html
Civil Engineering & Planning,Semester 5,5391,Construction Planning and Management,Theory,lessons/lessons-5391.html
Civil Engineering & Planning,Semester 6,6011B,Building Maintenance and Services,Theory,lessons/lessons-6011B.html
Civil Engineering & Planning,Semester 6,6012A,Renewable Energy and Environment,Theory,lessons/lessons-6012A.html
Civil Engineering & Planning,Semester 6,6012B,Sustainable Development,Theory,lessons/lessons-6012B.html
Civil Engineering & Planning,Semester 6,6012C,Disaster Management (CE),Theory,lessons/lessons-6012C.html
Civil Engineering & Planning,Semester 6,6012D,Rural Technology,Theory,lessons/lessons-6012D.html
Civil Engineering & Planning,Semester 6,6391A,Basic Geotechnical Engineeing,Theory,lessons/lessons-6391A.html
Civil Engineering & Planning,Semester 6,6391B,Environmental Engineering,Theory,lessons/lessons-6391B.html
Cloud Computing and Big Data,Semester 2,2131,Problem Solving and Programming,Theory,lessons/lessons-2131.html
Cloud Computing and Big Data,Semester 3,3271,Operating System,Theory,lessons/lessons-3271.html
Cloud Computing and Big Data,Semester 3,3272,Database System Concepts,Theory,lessons/lessons-3272.html
Cloud Computing and Big Data,Semester 3,3273,Introduction to Cloud Computing,Theory,lessons/lessons-3273.html
Cloud Computing and Big Data,Semester 3,3274,Digital Computer Architecture,Theory,lessons/lessons-3274.html
Cloud Computing and Big Data,Semester 4,4132,Computer Communication and Networks,Theory,lessons/lessons-4132.html
Cloud Computing and Big Data,Semester 4,4271,Big Data Concepts,Theory,lessons/lessons-4271.html
Cloud Computing and Big Data,Semester 4,4272,Data Structures and Algorithms,Theory,lessons/lessons-4272.html
Cloud Computing and Big Data,Semester 4,4279,Advanced Operting System,Theory,lessons/lessons-4279.html
Cloud Computing and Big Data,Semester 5,5271,Advanced Cloud Computing,Theory,lessons/lessons-5271.html
Cloud Computing and Big Data,Semester 5,5272,Machine Learning,Theory,lessons/lessons-5272.html
Cloud Computing and Big Data,Semester 5,5273A,Introduction to Microservices,Theory,lessons/lessons-5273A.html
Cloud Computing and Big Data,Semester 5,5273B,Advanced Data structure,Theory,lessons/lessons-5273B.html
Cloud Computing and Big Data,Semester 5,5273C,Data Mining Practices,Theory,lessons/lessons-5273C.html
Cloud Computing and Big Data,Semester 6,6131D,Introduction to 5G,Theory,lessons/lessons-6131D.html
Cloud Computing and Big Data,Semester 6,6271A,Block Chain,Theory,lessons/lessons-6271A.html
Cloud Computing and Big Data,Semester 6,6271B,Artificial Neural Networks,Theory,lessons/lessons-6271B.html
Cloud Computing and Big Data,Semester 6,6271C,Cloud Security,Theory,lessons/lessons-6271C.html
Cloud Computing and Big Data,Semester 6,6272A,Fundamentals of Cloud Computing,Theory,lessons/lessons-6272A.html
Cloud Computing and Big Data,Semester 6,6272B,Introduction to Machine Learning,Theory,lessons/lessons-6272B.html
Cloud Computing and Big Data,Semester 6,6272C,Bigdata Analytics,Theory,lessons/lessons-6272C.html
Cloud Computing and Big Data,Semester 6,6272D,Data Security,Theory,lessons/lessons-6272D.html
Commercial Practice,Semester 1,1141,Foundation Courses Financial Accounting I,Theory,lessons/lessons-1141.html
Commercial Practice,Semester 1,1142,Foundation Courses Fundamentals of Business,Theory,lessons/lessons-1142.html
Commercial Practice,Semester 1,1143,Foundation Courses Managerial Economics,Theory,lessons/lessons-1143.html
Commercial Practice,Semester 1,1144,Foundation Courses Shorthand English Theory I,Theory,lessons/lessons-1144.html
Commercial Practice,Semester 1,1149,Basic Technology Courses Word Processing (Open office writer based) I,Theory,lessons/lessons-1149.html
Commercial Practice,Semester 2,2141,Foundation Courses Business Statistics,Theory,lessons/lessons-2141.html
Commercial Practice,Semester 2,2142,Foundation Courses Financial Accounting II,Theory,lessons/lessons-2142.html
Commercial Practice,Semester 2,2143,Hindi,Theory,lessons/lessons-2143.html
Commercial Practice,Semester 2,2144,Foundation Courses Shorthand English Theory II,Theory,lessons/lessons-2144.html
Commercial Practice,Semester 2,2148,Basic Technology Courses Word Processing (Open office writer based) II,Theory,lessons/lessons-2148.html
Commercial Practice,Semester 2,2149,Foundation Courses E-commerce,Theory,lessons/lessons-2149.html
Commercial Practice,Semester 3,3141,Financial Accounting III,Theory,lessons/lessons-3141.html
Commercial Practice,Semester 3,3142,Business Regulatory Framework,Theory,lessons/lessons-3142.html
Commercial Practice,Semester 3,3143,Auditing,Theory,lessons/lessons-3143.html
Commercial Practice,Semester 3,3146,Shorthand English 60 wpm,Theory,lessons/lessons-3146.html
Commercial Practice,Semester 3,3147,Business Communication and Administration Skills,Theory,lessons/lessons-3147.html
Commercial Practice,Semester 3,3148,Basic Technology Courses Typewriting English 30 wpm,Theory,lessons/lessons-3148.html
Commercial Practice,Semester 3,3149,Desktop Publishing,Theory,lessons/lessons-3149.html
Commercial Practice,Semester 4,4141,Financial Accounting IV,Theory,lessons/lessons-4141.html
Commercial Practice,Semester 4,4142,Cost Accounting,Theory,lessons/lessons-4142.html
Commercial Practice,Semester 4,4143,Marketing Management,Theory,lessons/lessons-4143.html
Commercial Practice,Semester 4,4144,Shorthand English 80 wpm,Theory,lessons/lessons-4144.html
Commercial Practice,Semester 4,4147,Data Entry Operations I,Theory,lessons/lessons-4147.html
Commercial Practice,Semester 4,4148,Typewriting English 45 wpm,Theory,lessons/lessons-4148.html
Commercial Practice,Semester 4,4149,Typewriting Malayalam I,Theory,lessons/lessons-4149.html
Commercial Practice,Semester 5,5142,Shorthand English (Condensation & Theory) 100 wpm,Theory,lessons/lessons-5142.html
Commercial Practice,Semester 5,5143A,Financial Market,Theory,lessons/lessons-5143A.html
Commercial Practice,Semester 5,5143B,Banking & Insurance,Theory,lessons/lessons-5143B.html
Commercial Practice,Semester 5,5143C,Income Tax Law & Practice,Theory,lessons/lessons-5143C.html
Commercial Practice,Semester 5,5146,Shorthand Malayalam,Theory,lessons/lessons-5146.html
Commercial Practice,Semester 5,5147,Typewriting Malayalam II,Theory,lessons/lessons-5147.html
Commercial Practice,Semester 5,5148A,Computerised Financial Accounting I,Theory,lessons/lessons-5148A.html
